"CAS_number"	"Product_name"	"Active_substance"	"Active_substance_original"	"CAS_drugbank"	"Name_drugbank"	"InChiKey_drugbank"	"InChi_drugbank"	"SMILES_drugbank"	"ATC_codes_drugbank"	"Solubility_drugbank"	"MOA_drugbank"	"ID_drugbank"	"CAS_pubchem"	"CID_pubchem"	"Active_substance_pubchem"	"MolecularFormula_pubchem"	"MolecularWeight_pubchem"	"CanonicalSMILES_pubchem"	"IsomericSMILES_pubchem"	"InChI_pubchem"	"InChIKey_pubchem"	"IUPACName_pubchem"	"XLogP_pubchem"	"actMass_pubchem"
"102786-61-8"	"Novoseven"	"eptacog alfa (activated)"	"Eptacog Alfa (Activated)"	"102786-61-8"	"coagulation factor viia recombinant human"	NA	NA	NA	"B02BD08"	""	"NovoSeven activates the coagulation or clotting cascade by cleaving Factor IX and Factor X, which activates them and then leads to activation of thrombin and fibrin.
Target
Actions
Organism

UCoagulation factor X

Not Available
Humans

UTissue factor

Not Available
Humans

UTissue factor pathway inhibitor

Not Available
Humans

UVitamin K-dependent gamma-carboxylase

Not Available
Humans

UCoagulation factor VII

Not Available
Humans"	"DB00036"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"103-16-2"	"Monobenzon Smartpractice Europe"	"monobenzone"	"Monobenzone"	"103-16-2"	"monobenzone"	"VYQNWZOUAUKGHI-UHFFFAOYSA-N"	"1S/C13H12O2/c14-12-6-8-13(9-7-12)15-10-11-4-2-1-3-5-11/h1-9,14H,10H2"	"OC1=CC=C(OCC2=CC=CC=C2)C=C1"	"D11AX13"	"0.0392 mg/mL"	"Monobenzone is a depigmenting agent whose mechanism of action is not fully understood. It is proposed that it increases the excretion of melanin from the melanocytes. This effect is erratic and may take one to four months to occur while existing melanin is lost with normal sloughing of the stratum corneum. Hyperpigmented skin appears to fade more rapidly than does normal skin, and exposure to sunlight reduces the depigmenting effect of the drug. Following skin depigmentation after topical application of monobenzone, the histological studies indicate similar results as that seen in vitiligo, where the epidermis is intact but with the absence of identifiable melanocytes. 
Target
Actions
Organism

UTyrosinase

inhibitor
Humans"	"DB00600"	"103-16-2"	7638	"Monobenzone"	"C13H12O2"	200.23	"C1=CC=C(C=C1)COC2=CC=C(C=C2)O"	"C1=CC=C(C=C1)COC2=CC=C(C=C2)O"	"InChI=1S/C13H12O2/c14-12-6-8-13(9-7-12)15-10-11-4-2-1-3-5-11/h1-9,14H,10H2"	"VYQNWZOUAUKGHI-UHFFFAOYSA-N"	"4-phenylmethoxyphenol"	3.4	200.083729621
"103-90-2"	"Abalon"	"paracetamol"	"Paracetamol"	"103-90-2"	"acetaminophen"	"RZVAJINKPMORJF-UHFFFAOYSA-N"	"1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)"	"CC(=O)NC1=CC=C(O)C=C1"	"N02BE71|N02BE01|N02AJ13|N02AJ17|N02BE51|N02AJ06|N02AJ01"	"4.15 mg/mL"	"According to its FDA labeling, acetaminophen's exact mechanism of action has not been fully establishedLabel - despite this, it is often categorized alongside NSAIDs (nonsteroidal anti-inflammatory drugs) due to its ability to inhibit the cyclooxygenase (COX) pathways.14 It is thought to exert central actions which ultimately lead to the alleviation of pain symptoms.14
One theory is that acetaminophen increases the pain threshold by inhibiting two isoforms of cyclooxygenase, COX-1 and COX-2, which are involved in prostaglandin (PG) synthesis. Prostaglandins are responsible for eliciting pain sensations.13 Acetaminophen does not inhibit cyclooxygenase in peripheral tissues and, therefore, has no peripheral anti-inflammatory effects. Though acetylsalicylic acid (aspirin) is an irreversible inhibitor of COX and directly blocks the active site of this enzyme, studies have shown that acetaminophen (paracetamol) blocks COX indirectly.24 Studies also suggest that acetaminophen selectively blocks a variant type of the COX enzyme that is unique from the known variants COX-1 and COX-2.6 This enzyme has been referred to as COX-3. The antipyretic actions of acetaminophen are likely attributed to direct action on heat-regulating centers in the brain, resulting in peripheral vasodilation, sweating, and loss of body heat.24 The exact mechanism of action of this drug is not fully understood at this time, but future research may contribute to deeper knowledge.24
Target
Actions
Organism

AProstaglandin G/H synthase 2

inhibitor
Humans

AProstaglandin G/H synthase 1

inhibitor
Humans

UProstaglandin E synthase 3

inhibitor
Humans

UTransient receptor potential cation channel subfamily V member 1

activator
Humans"	"DB00316"	"8055-08-1"	1983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"103060-53-3"	"Cubicin"	"daptomycin"	"Daptomycin"	"103060-53-3"	"daptomycin"	"DOAKLVKFURWEDJ-QCMAZARJSA-N"	"1S/C72H101N17O26/c1-5-6-7-8-9-10-11-22-53(93)81-44(25-38-31-76-42-20-15-13-17-39(38)42)66(108)84-45(27-52(75)92)67(109)86-48(30-59(102)103)68(110)89-61-37(4)115-72(114)49(26-51(91)40-18-12-14-19-41(40)74)87-71(113)60(35(2)24-56(96)97)88-69(111)50(34-90)82-55(95)32-77-63(105)46(28-57(98)99)83-62(104)36(3)79-65(107)47(29-58(100)101)85-64(106)43(21-16-23-73)80-54(94)33-78-70(61)112/h12-15,17-20,31,35-37,43-50,60-61,76,90H,5-11,16,21-30,32-34,73-74H2,1-4H3,(H2,75,92)(H,77,105)(H,78,112)(H,79,107)(H,80,94)(H,81,93)(H,82,95)(H,83,104)(H,84,108)(H,85,106)(H,86,109)(H,87,113)(H,88,111)(H,89,110)(H,96,97)(H,98,99)(H,100,101)(H,102,103)/t35-,36-,37-,43+,44+,45-,46+,47+,48+,49+,50-,60+,61+/m1/s1"	"CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)C2=CC=CC=C2N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(O)=O"	"J01XX09"	"0.0173 mg/mL"	"The mechanism of action of daptomycin remains poorly understood. Studies have suggested a direct inhibition of cell membrane/cell wall constituent biosynthesis, including peptidoglycan, uridine diphosphate-N-acid, acetyl-L-alanine, and lipoteichoic acid (LTA). However, no convincing evidence has been presented for any of these models, and an effect on LTA biosynthesis has been ruled out by other studies in S. aureus and E. faecalis.8,10,11
It is well understood that free daptomycin (apo-daptomycin) is a trianion at physiological pH, which binds Ca2+ in a 1:1 stoichiometric ratio to become a monoanion, which is thought to rely primarily on the Asp(7), Asp(9), and L-3MeGlu12 residues that form a DXDG motif.6,7,8 Calcium-binding facilitates daptomycin's insertion into bacterial membranes preferentially due to their high content of the acidic phospholipids phosphatidylglycerol (PG) and cardiolipin (CL), wherein it is proposed that daptomycin can bind two calcium equivalents and form oligomers.7 PG is recognized as the main membrane requirement for daptomycin activity; daptomycin preferentially localizes in PG-rich membrane domains, and mutations affecting PG prevalence are linked to daptomycin resistance.7 Calcium-dependent membrane binding is the generally accepted mechanism of action for daptomycin, but the precise downstream effects are unclear, and numerous models have been proposed.
One mechanism proposes that the daptomycin membrane binding alters membrane fluidity, causing dissociation of cell wall biosynthetic enzymes such as the lipid II synthase MurG and the phospholipid synthase PlsX.8 This is consistent with the observed effects of daptomycin on cell shape in various bacteria at concentrations at or above the minimum inhibitory concentration (MIC).11 Aberrant cell morphology is also consistent with the observed localization of daptomycin at the division septa and a hypothesized role in inhibiting cell division.7 A recent study suggested the formation of tripartite complexes containing calcium-bound daptomycin, PG, and various undecaprenyl-coupled cell envelope precursors, which subsequently include lipid II. This complex is proposed to inhibit cell division, lead to the dispersion of cell wall biosynthetic machinery, and eventually cause lysis of the membrane bilayer at the septum causing cell death.8,12
Another popular model is based on early observations that daptomycin, in a calcium-dependent manner, caused potassium ion leakage and loss of membrane potential in treated bacterial cells.10,13,14 Although this lead some to suggest that daptomycin could bind PG to form oligomeric pores in the bacterial membrane,8 no cell lysis was observed in S. aureus or E. faecalis,7 and the daptomycin-induced ion conduction is inconsistent with pore formation.15 Rather, it has been proposed that daptomycin forms calcium-dependent dimeric complexes in fixed ratios of Dap2Ca3PG2, which can act as transient ionophores.15 The observed loss of membrane potential is suggested to result in a non-specific loss of gradient-dependent nutrient transport, ATP production, and biosynthesis, leading to cell death.7,14
Notably, these models are not strictly mutually exclusive and are supported to varying extents by observed resistance mutations. The strict requirement for PG for daptomycin bactericidal action is supported by mutations in mprF, cls2, pgsA, and the dlt operon in S. aureus, cls in various enterococci, and pgsA, PG synthase, and the dlt operon in E. faecium, all of which alter the bacterial membrane composition and specifically the PG content of bacterial membranes. Other noted mutations in various regulatory systems that control membrane homeostasis also support the cell membrane as the site of daptomycin action. Curiously, in E. faecalis, the most commonly observed form of daptomycin resistance is characterized by abnormal division septa, which supports the cell division-based mechanism of daptomycin action.7,8
Target
Actions
Organism

ACytoplasmic membrane

incorporation into and destabilization
Bacteria"	"DB00080"	"103060-53-3"	16134395	"Daptomycin"	"C72H101N17O26"	1620.7	"CCCCCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC3C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C"	"CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@H](C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C"	"InChI=1S/C72H101N17O26/c1-5-6-7-8-9-10-11-22-53(93)81-44(25-38-31-76-42-20-15-13-17-39(38)42)66(108)84-45(27-52(75)92)67(109)86-48(30-59(102)103)68(110)89-61-37(4)115-72(114)49(26-51(91)40-18-12-14-19-41(40)74)87-71(113)60(35(2)24-56(96)97)88-69(111)50(34-90)82-55(95)32-77-63(105)46(28-57(98)99)83-62(104)36(3)79-65(107)47(29-58(100)101)85-64(106)43(21-16-23-73)80-54(94)33-78-70(61)112/h12-15,17-20,31,35-37,43-50,60-61,76,90H,5-11,16,21-30,32-34,73-74H2,1-4H3,(H2,75,92)(H,77,105)(H,78,112)(H,79,107)(H,80,94)(H,81,93)(H,82,95)(H,83,104)(H,84,108)(H,85,106)(H,86,109)(H,87,113)(H,88,111)(H,89,110)(H,96,97)(H,98,99)(H,100,101)(H,102,103)/t35-,36-,37-,43+,44+,45+,46+,47+,48+,49+,50-,60+,61+/m1/s1"	"DOAKLVKFURWEDJ-RWDRXURGSA-N"	"(3S)-3-[[(2S)-4-amino-2-[[(2S)-2-(decanoylamino)-3-(1H-indol-3-yl)propanoyl]amino]-4-oxobutanoyl]amino]-4-[[(3S,6S,9R,15S,18R,21S,24S,30S,31R)-3-[2-(2-aminophenyl)-2-oxoethyl]-24-(3-aminopropyl)-15,21-bis(carboxymethyl)-6-[(2R)-1-carboxypropan-2-yl]-9-(hydroxymethyl)-18,31-dimethyl-2,5,8,11,14,17,20,23,26,29-decaoxo-1-oxa-4,7,10,13,16,19,22,25,28-nonazacyclohentriacont-30-yl]amino]-4-oxobutanoic acid"	-5.1	1619.71036639
"10310-32-4"	"Glyvenol"	"tribenoside"	"Tribenoside"	"10310-32-4"	"tribenoside"	"ULLNJSBQMBKOJH-VIVFLBMVSA-N"	"1S/C29H34O6/c1-2-32-29-26(30)28(34-20-24-16-10-5-11-17-24)27(35-29)25(33-19-23-14-8-4-9-15-23)21-31-18-22-12-6-3-7-13-22/h3-17,25-30H,2,18-21H2,1H3/t25-,26-,27-,28-,29?/m1/s1"	"CCOC1O[C@H]([C@@H](COCC2=CC=CC=C2)OCC2=CC=CC=C2)[C@H](OCC2=CC=CC=C2)[C@H]1O"	"C05AX05|C05CX01"	"0.00325 mg/mL"	"Not Available"	"DB13227"	"10310-32-4"	196122	"Tribenoside"	"C29H34O6"	478.6	"CCOC1C(C(C(O1)C(COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O"	"CCOC1[C@@H]([C@H]([C@H](O1)[C@@H](COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O"	"InChI=1S/C29H34O6/c1-2-32-29-26(30)28(34-20-24-16-10-5-11-17-24)27(35-29)25(33-19-23-14-8-4-9-15-23)21-31-18-22-12-6-3-7-13-22/h3-17,25-30H,2,18-21H2,1H3/t25-,26-,27-,28-,29?/m1/s1"	"ULLNJSBQMBKOJH-VIVFLBMVSA-N"	"(3R,4R,5R)-5-[(1R)-1,2-bis(phenylmethoxy)ethyl]-2-ethoxy-4-phenylmethoxyoxolan-3-ol"	3.9	478.2355388
"10328-34-4"	"Bonjela"	"cetalkonium chloride"	"Cetalkonium Chloride"	"10328-34-4"	"cetalkonium"	"QDYLMAYUEZBUFO-UHFFFAOYSA-N"	"1S/C25H46N/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-20-23-26(2,3)24-25-21-18-17-19-22-25/h17-19,21-22H,4-16,20,23-24H2,1-3H3/q+1"	"CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1"	NA	"3.37e-06 mg/mL"	"The activity of cetalkonium is based on the creation of a positive charge which permits a bio-adhesive property to negative surfaces.8 This property allows cetalkonium to disrupt the cell membrane, inactivate enzymes and denature proteins. This type of mechanism allows this type of agents to present a broad spectrum.3"	"DB11583"	"10328-34-4"	31202	"Cetalkonium Chloride"	"C25H46ClN"	396.1	"CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]"	"CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]"	"InChI=1S/C25H46N.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-20-23-26(2,3)24-25-21-18-17-19-22-25;/h17-19,21-22H,4-16,20,23-24H2,1-3H3;1H/q+1;/p-1"	"SXPWTBGAZSPLHA-UHFFFAOYSA-M"	"benzyl-hexadecyl-dimethylazanium;chloride"	NA	395.3318782
"10328-35-5"	"Ajatin"	"benzododecinium bromide"	"Benzododecinium Bromide 10% Solution"	"10328-35-5"	"benzododecinium"	"CYDRXTMLKJDRQH-UHFFFAOYSA-N"	"1S/C21H38N/c1-4-5-6-7-8-9-10-11-12-16-19-22(2,3)20-21-17-14-13-15-18-21/h13-15,17-18H,4-12,16,19-20H2,1-3H3/q+1"	"CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1"	"D09AA05"	"4.79e-06 mg/mL"	"Not Available"	"DB13282"	"7281-04-1"	23705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1032900-25-6"	"Zykadia"	"ceritinib"	"Ceritinib"	"1032900-25-6"	"ceritinib"	"VERWOWGGCGHDQE-UHFFFAOYSA-N"	"1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)"	"CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1"	"L01XE28"	"0.00222 mg/mL"	"Ceritinib inhibits Anaplastic lymphoma kinase (ALK) also known as ALK tyrosine kinase receptor or CD246 (cluster of differentiation 246), which is an enzyme that in humans is encoded by the ALK gene. About 4-5% of NSCLCs have a chromosomal rearrangement that generates a fusion gene between EML4 (echinoderm microtubule-associated protein-like 4) and ALK (anaplastic lymphoma kinase), which results in constitutive kinase activity that contributes to carcinogenesis and seems to drive the malignant phenotype. Ceritinib exerts its therapeutic effect by inhibiting autophosphorylation of ALK, ALK-mediated phosphorylation of the downstream signaling protein STAT3, and proliferation of ALK-dependent cancer cells. Ceritinib has been shown to inhibit in vitro proliferation of cell lines expressing EML4-ALK and NPM-ALK fusion proteins and demonstrated dose-dependent inhibition of EML4-ALK-positive NSCLC xenograft growth in mice and rats.
Target
Actions
Organism

AALK tyrosine kinase receptor

antagonist
Humans"	"DB09063"	NA	57379345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"103577-45-3"	"Agopton"	"lansoprazole"	"Lansoprazole"	"103577-45-3"	"lansoprazole"	"MJIHNNLFOKEZEW-UHFFFAOYSA-N"	"1S/C16H14F3N3O2S/c1-10-13(20-7-6-14(10)24-9-16(17,18)19)8-25(23)15-21-11-4-2-3-5-12(11)22-15/h2-7H,8-9H2,1H3,(H,21,22)"	"CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1"	"A02BC03|A02BD02|A02BD07|A02BD09|A02BD10|A02BD03|A02BC53"	"0.25 mg/mL"	"As a PPI, lansoprazole is a prodrug and requires protonation via an acidic environment to become activated. 3 Once protonated, lansoprazole is able to react with cysteine residues, specifically Cys813 and Cys321, on parietal H+,K+-ATPase resulting in stable disulfides.35 PPI's in general are able to provide prolonged inhibition of acid secretion due to their ability to bind covalently to their targets.3
Target
Actions
Organism

APotassium-transporting ATPase alpha chain 1

inhibitor
Humans

UMicrotubule-associated protein tau

Not Available
Humans"	"DB00448"	"103577-45-3"	3883	"Lansoprazole"	"C16H14F3N3O2S"	369.4	"CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F"	"CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F"	"InChI=1S/C16H14F3N3O2S/c1-10-13(20-7-6-14(10)24-9-16(17,18)19)8-25(23)15-21-11-4-2-3-5-12(11)22-15/h2-7H,8-9H2,1H3,(H,21,22)"	"MJIHNNLFOKEZEW-UHFFFAOYSA-N"	"2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1H-benzimidazole"	2.8	369.07588236
"103628-46-2"	"Amigro"	"sumatriptan"	"Sumatriptan"	"103628-46-2"	"sumatriptan"	"KQKPFRSPSRPDEB-UHFFFAOYSA-N"	"1S/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3"	"CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1"	"N02CC01|G01AE10"	"0.127 mg/mL"	"Sumatriptan is an agonist of 5-HT1B and 5-HT1D.5,6,7,8,9,10 This agonism leads to constriction of cranial blood vessels and inhibits the release of pro-inflammatory neuropeptides.5,6,7,8,9,10 Sumatriptan decreases carotid arterial blood flow, but increases blood flow velocity in the internal carotid artery and middle cerebral artery.2,2,2
Target
Actions
Organism

A5-hydroxytryptamine receptor 1A

agonist
Humans

A5-hydroxytryptamine receptor 1D

agonist
Humans

A5-hydroxytryptamine receptor 1B

agonist
Humans

A5-hydroxytryptamine receptor 1F

agonist
Humans"	"DB00669"	"103628-46-2"	5358	"Sumatriptan"	"C14H21N3O2S"	295.4	"CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C"	"CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C"	"InChI=1S/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3"	"KQKPFRSPSRPDEB-UHFFFAOYSA-N"	"1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide"	0.9	295.13544809
"103725-47-9"	"Mag3 Radiopharmacy"	"betiatide"	"Betiatide"	"103725-47-9"	"betiatide"	"VDPYMEBVIDZKMD-UHFFFAOYSA-N"	"1S/C15H17N3O6S/c19-11(16-6-12(20)18-8-14(22)23)7-17-13(21)9-25-15(24)10-4-2-1-3-5-10/h1-5H,6-9H2,(H,16,19)(H,17,21)(H,18,20)(H,22,23)"	"OC(=O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)C1=CC=CC=C1"	NA	"0.107 mg/mL"	"Not Available"	"DB14082"	"103725-47-9"	185457	"Betiatide"	"C15H17N3O6S"	367.4	"C1=CC=C(C=C1)C(=O)SCC(=O)NCC(=O)NCC(=O)NCC(=O)O"	"C1=CC=C(C=C1)C(=O)SCC(=O)NCC(=O)NCC(=O)NCC(=O)O"	"InChI=1S/C15H17N3O6S/c19-11(16-6-12(20)18-8-14(22)23)7-17-13(21)9-25-15(24)10-4-2-1-3-5-10/h1-5H,6-9H2,(H,16,19)(H,17,21)(H,18,20)(H,22,23)"	"VDPYMEBVIDZKMD-UHFFFAOYSA-N"	"2-[[2-[[2-[(2-benzoylsulfanylacetyl)amino]acetyl]amino]acetyl]amino]acetic acid"	-0.1	367.08380644
"10377-48-7"	"Lithiofor"	"lithium sulfate"	"Lithium Sulphate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10377-48-7"	66320	"Lithium Sulfate"	"Li2O4S"	110	"[Li+].[Li+].[O-]S(=O)(=O)[O-]"	"[Li+].[Li+].[O-]S(=O)(=O)[O-]"	"InChI=1S/2Li.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2"	"INHCSSUBVCNVSK-UHFFFAOYSA-L"	"dilithium;sulfate"	NA	109.98373652
"10379-14-3"	"Panos"	"tetrazepam"	"Tetrazepam"	"10379-14-3"	"tetrazepam"	"IQWYAQCHYZHJOS-UHFFFAOYSA-N"	"1S/C16H17ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h5,7-9H,2-4,6,10H2,1H3"	"CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CCCCC1"	"M03BX07"	"0.0423 mg/mL"	"Not Available"	"DB13324"	"10379-14-3"	25215	"Tetrazepam"	"C16H17ClN2O"	288.77	"CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3"	"CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3"	"InChI=1S/C16H17ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h5,7-9H,2-4,6,10H2,1H3"	"IQWYAQCHYZHJOS-UHFFFAOYSA-N"	"7-chloro-5-(cyclohexen-1-yl)-1-methyl-3H-1,4-benzodiazepin-2-one"	3.2	288.1029409
"103842-90-6"	"Nitropector"	"pentaerythrityl tetranitrate"	"Pentaerythrityl Tetranitrate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"103842-90-6"	6518	"Pentaerithrityl Tetranitrate"	"C5H8N4O12"	316.14	"C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-]"	"C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-]"	"InChI=1S/C5H8N4O12/c10-6(11)18-1-5(2-19-7(12)13,3-20-8(14)15)4-21-9(16)17/h1-4H2"	"TZRXHJWUDPFEEY-UHFFFAOYSA-N"	"[3-nitrooxy-2,2-bis(nitrooxymethyl)propyl] nitrate"	1.4	316.0138717
"103890-78-4"	"Aponil"	"lacidipine"	"Lacidipine"	"103890-78-4"	"lacidipine"	"GKQPCPXONLDCMU-CCEZHUSRSA-N"	"1S/C26H33NO6/c1-8-31-24(29)21-16(3)27-17(4)22(25(30)32-9-2)23(21)19-13-11-10-12-18(19)14-15-20(28)33-26(5,6)7/h10-15,23,27H,8-9H2,1-7H3/b15-14+"	"CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC"	"C08CA09"	"0.00224 mg/mL"	"By blocking the voltage-dependent L-type calcium channels, it prevents the transmembrane calcium influx 2. Normally, calcium ions serve as intracellular messengers or activators in exictable cells including vascular smooth muscles. The influx of calcium ultimately causes the excitation and depolarization of the tissues. Lacidipine inhibits the contractile function in the vascular smooth muscle and reduce blood pressure. Due to its high membrane partition coefficient, some studies suggest that lacidipine may reach the receptor via a two-step process; it first binds and accumulates in the membrane lipid bilayer and then diffuses within the membrane to the calcium channel receptor 5. It is proposed that lacidipine preferentially blocks the inactivated state of the calcium channel 5.
Through its antioxidant properties shared amongst other dihydropyridine calcium channel blockers, lacidipine demonstrates an additional clinical benefit. Its antiatherosclerotic effects are mediated by suppressing the formation of reactive oxygen species (ROS) and subsequent inflammatory actions by chemokines, cytokines and adhesion molecules, thus reducing atherosclerotic lesion formation 4. Lacidipine may also suppress cell proliferation and migration in smooth muscle cells and suppress the expression of matrix metalloproteinases, which affects the stability of atheromatous plaques 4. 
Target
Actions
Organism

AVoltage-dependent L-type calcium channel

antagonist
Humans"	"DB09236"	"103890-78-4"	5311217	"Lacidipine"	"C26H33NO6"	455.5	"CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C"	"CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C"	"InChI=1S/C26H33NO6/c1-8-31-24(29)21-16(3)27-17(4)22(25(30)32-9-2)23(21)19-13-11-10-12-18(19)14-15-20(28)33-26(5,6)7/h10-15,23,27H,8-9H2,1-7H3/b15-14+"	"GKQPCPXONLDCMU-CCEZHUSRSA-N"	"diethyl 2,6-dimethyl-4-[2-[(E)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylate"	4.5	455.23078777
